stop_id,code_departement,code_postal,stop_lat,stop_lon
1166825,75,75113,48.82694828196076,2.367038433387592
1166840,75,75108,48.87551971359774,2.325373620076727
1633,75,75111,48.85766372576006,2.3800362967955064
1634,75,75117,48.88371247603735,2.305557757514304
1642,75,75104,48.85513451823504,2.3613343390676635
1647,75,75111,48.86741082883539,2.363587825558049
1649,75,75105,48.843164692766834,2.3521103624150967
1655,75,75118,48.89154393063056,2.3493711153819112
1659,75,75120,48.86503429801815,2.3985414869122423
1660,92,92071,48.78148494919581,2.2972966908534893
1662,75,75102,48.8673503814313,2.3475672354150805
1666,75,75107,48.85093928843075,2.3261146548222844
1669,75,75107,48.85853335950824,2.323089248787209
1671,94,94068,48.80641960896216,2.47204505094563
1672,75,75105,48.85368078084504,2.344241399620317
1674,75,75119,48.88418929420877,2.367030441974567
1692,75,75106,48.84205985758205,2.328867050437212
1695,94,94076,48.78663801111984,2.367110527381649
1702,75,75109,48.872096123789774,2.339325555856426
1707,75,75117,48.88207083393704,2.3203983393099863
1729,75,75105,48.853599907885794,2.3439962410940125
1759,75,75112,48.84596603240645,2.366913179738312
1761,75,75104,48.86119339564163,2.3532869598707133
1773,75,75101,48.8623718215243,2.3365736007364304
1777,93,93078,48.97352603245434,2.5144841760344985
1780,75,75116,48.85753438251388,2.28559270581709
1781,75,75115,48.842012804057696,2.31329004383549
1785,75,75111,48.86294566166743,2.3868924045430804
1789,75,75112,48.84532311461395,2.4017863137606863
1794,75,75113,48.83111183825712,2.3557961457130645
1795,75,75109,48.88345565159549,2.327374993410356
1797,75,75119,48.8772239477293,2.392765050250897
1800,75,75110,48.877353095288015,2.349381423952599
1803,92,92051,48.88550610941816,2.258527470197358
1805,75,75104,48.85346358569476,2.357383972809163
1818,75,75116,48.847084858904864,2.273074914922012
1822,75,75108,48.88057689074842,2.309415946164807
1828,75,75114,48.832191599269656,2.3304069926293205
1834,75,75112,48.8474552623419,2.397771743610896
1837,93,93049,48.85346032384484,2.5137606489199347
1840,93,93051,48.84307613366186,2.581876398841592
1844,75,75111,48.86497429063367,2.36763241156394
1847,75,75109,48.87055921654488,2.332554482049589
1849,75,75109,48.87496305802612,2.3401567908492056
1856,92,92051,48.88129918549113,2.271915176017792
1858,75,75108,48.87953716638082,2.3268579472729614
1889,75,75109,48.8734618906704,2.3284804844734768
1893,75,75104,48.85780537313629,2.351460776513565
1895,75,75116,48.864350199647255,2.2940452637830906
1898,75,75110,48.87070082326957,2.3605786355872773
1901,75,75119,48.88287621621258,2.3705863361654225
1904,94,94042,48.821069678359656,2.4638349563053548
1905,75,75120,48.87524829462498,2.389329434152641
1912,92,92002,48.76254042207571,2.3047207763689053
1913,92,92062,48.89200565400341,2.2369831238174327
1918,93,93066,48.918116641116775,2.3626045185666085
1923,93,93013,48.93068622984963,2.4256937696090213
1928,75,75107,48.84699250092279,2.3165423447702307
1935,75,75108,48.87906043921274,2.3229746324058937
1947,92,92004,48.916574835983226,2.2943289646870606
1954,75,75110,48.8764170528791,2.358987046456328
1959,93,93070,48.90638216422644,2.331910473458932
1963,75,75110,48.87001535524704,2.370768799021465
1964,75,75101,48.85830005598138,2.347865087577108
1971,75,75109,48.872985824665165,2.33342622405285
1976,75,75114,48.8207684717254,2.339405170331693
1999,93,93029,48.93270980914856,2.455105345174671
2006,92,92014,48.78005093776892,2.3121626259597874
2008,75,75111,48.85680394896092,2.3705968196318707
2016,75,75115,48.8476991081708,2.302039143669263
2024,94,94068,48.80703580209233,2.509901668386353
2025,75,75108,48.86736657046978,2.3141910633936584
2048,75,75117,48.87567248598795,2.289444164481448
2052,75,75107,48.86145390429487,2.320309690507356
2057,75,75115,48.846852151949776,2.2954488279344742
2058,75,75111,48.851193819213286,2.398239140823123
2063,75,75104,48.85338911229207,2.3691646022087665
2065,75,75112,48.84143200664826,2.4008691933800934
2100,75,75103,48.86538117604685,2.355644931206877
2104,93,93001,48.903898047529474,2.3924800786724747
2110,75,75109,48.883931769934414,2.3493557085996466
2117,75,75112,48.84019224440348,2.3794772572660587
2124,75,75119,48.88079012282847,2.374155126662647
2126,75,75110,48.880839205836494,2.3565770153513177
2128,75,75111,48.86932916949657,2.3805363661617247
2134,75,75109,48.875825718038186,2.343345124573273
2136,75,75113,48.83555121667544,2.358752095191401
2137,75,75105,48.84670586906026,2.351335178972595
2150,75,75115,48.8463629755008,2.2856310658828742
2176,92,92040,48.82682988739414,2.278966861574341
2177,75,75113,48.8298632521128,2.3506227279320897
2191,75,75119,48.87960708893313,2.389415569653207
2206,75,75113,48.84341422414371,2.3641883928676424
2217,75,75113,48.8312479519874,2.343122075822986
2229,75,75113,48.83496497071995,2.3680913458793973
2233,75,75105,48.84576175731147,2.354548594906739
2235,75,75110,48.884388698358165,2.3592765642767297
2236,93,93027,48.92051450668569,2.410225779120198
2261,75,75116,48.84290697853592,2.260144397880896
2268,92,92024,48.90400543242958,2.3053681208668606
2270,93,93070,48.91162168038383,2.333736964842092
2272,75,75113,48.82287877506322,2.358079894290851
2275,92,92020,48.8224426939998,2.2979321053287274
2276,92,92020,48.81470406056698,2.2972847301706394
22791,94,94054,48.72956499135999,2.359564239369551
22794,94,94054,48.7289245757609,2.369359943921722
2295,75,75116,48.852438519222666,2.2679339230009505
2320,92,92002,48.739677540827685,2.2875987643958364
2329,92,92044,48.889269622246026,2.288055124803904
2333,75,75105,48.84677855902824,2.3404411811761725
2350,75,75105,48.84971694016357,2.348925558491872
2351,75,75111,48.865705787623,2.3844293751632057
2354,75,75116,48.84793394613904,2.2648350771736747
2375,75,75102,48.86628035856129,2.352484796837845
2393,75,75120,48.86822334760734,2.401324380544102
2400,94,94041,48.81591718160038,2.377878816483871
2402,75,75118,48.88202708962622,2.337213801747862
2412,75,75113,48.82135736230755,2.369308237223248
2419,75,75117,48.89443606029796,2.313565665465226
2423,75,75120,48.85337987781381,2.4104581874163533
2424,75,75119,48.888583980971895,2.392422875718541
2431,75,75120,48.87723471669558,2.406526843048092
2442,75,75106,48.84701184016864,2.327055111355132
2471,75,75111,48.86408940574645,2.3808997885521195
2490,94,94071,48.77105153303763,2.507511268345535
2498,75,75101,48.86478016250008,2.3290949544294275
2506,94,94076,48.79599413239317,2.3682314519156806
2512,75,75115,48.84141844267774,2.307993649386661
2517,75,75116,48.8630891350352,2.2868403784945937
2519,94,94076,48.80376966328267,2.3639093063890435
2525,75,75114,48.83915698149679,2.330474151162931
2530,75,75105,48.83988516597736,2.336873440890153
2533,75,75106,48.85231488119486,2.338861720336335
2546,75,75110,48.87845656683119,2.3620537162489
3343752,75,75115,48.84282456767407,2.292224966220516
3343754,75,75115,48.84461367199405,2.293802980169146
3343765,75,75108,48.86950712762907,2.324680199591515
3343772,75,75109,48.87157474359305,2.34289503198466
3343775,75,75102,48.869380780106006,2.3540796521963494
3343789,75,75111,48.85006766800271,2.384428770741632
3343796,75,75112,48.83968214020875,2.3955841703466554
3343804,94,94018,48.82563711172796,2.4074108054261223
3343807,94,94046,48.81507632012976,2.4216317667306635
3343811,94,94046,48.80250044183061,2.446183618559453
3343817,94,94028,48.779757257844594,2.4593142910788286
1166829,75,75112,48.83352086080552,2.3862652367404573
1631,94,94080,48.84732387116057,2.433531596877892
1638,75,75107,48.85639306919846,2.3147543648102884
1640,75,75114,48.83299169177581,2.3366828966443496
1652,93,93051,48.840882627372274,2.549350971449035
1662795,92,92004,48.92291633150906,2.285963896576634
1664,93,93071,48.93626224902096,2.534722783456677
1682,75,75120,48.87552244924565,2.398676511144952
1684,75,75117,48.87822804050767,2.2981214325821844
1689,94,94033,48.85404324848314,2.488553014023377
1698,75,75112,48.8473528769588,2.3858425400402448
1703,75,75119,48.8883932319013,2.374433108884994
1709,75,75111,48.8522227131835,2.389115650927187
1710,75,75107,48.85589133781551,2.325704993899314
1735,75,75114,48.82281706023495,2.325072625148001
1740,75,75113,48.81990244616168,2.364965598290819
1748,75,75118,48.89751173277147,2.329021647212208
1758,75,75120,48.87382117233675,2.384886372197903
1786,75,75117,48.8850310612536,2.2971351115061647
1808,75,75113,48.8187170251155,2.360500832805366
1816,75,75116,48.845056129032,2.261911423279769
1824,75,75114,48.8441895085268,2.324441232433701
1838,94,94052,48.83510877417377,2.4716839161590887
1842,75,75106,48.84478304833005,2.3284444832927207
1861,75,75110,48.8814934288588,2.3657752423496143
1867,75,75106,48.85284513365445,2.335143718516068
1873,93,93048,48.862280986339,2.441827679127713
1886,75,75118,48.890374081221125,2.359797008670612
1891,93,93055,48.891499383764256,2.4031249606560765
1906,75,75118,48.89249697693026,2.3443284105515048
1917,75,75116,48.85809504968323,2.274096448110612
1919,94,94068,48.79493354483859,2.5130447577249475
1922,75,75119,48.8849316105461,2.379091246899838
1925,94,94043,48.810385125129486,2.3618306830911315
1932,93,93055,48.89363252797401,2.41290026603005
1933,92,92062,48.88835806016618,2.249937212862802
1934,75,75101,48.86371036646956,2.3489831961271017
1941,92,92002,48.74332114096612,2.2964154671011205
1956,75,75112,48.84447215598317,2.373911421295138
1960,94,94037,48.81524997901088,2.340929177533096
1961,75,75108,48.87204561942636,2.300769185644953
1975,75,75104,48.85568485028629,2.346202929528716
1977,75,75105,48.85079575570429,2.3450308883652258
1980,75,75108,48.86567809641779,2.321193771801867
1993,93,93048,48.857999073258,2.435866895674707
1997,75,75114,48.833998236748336,2.333238501158801
2009,75,75117,48.89062663302413,2.320191121275328
2013,75,75119,48.877803956007845,2.3812110997359883
2026,75,75116,48.845104139567006,2.266936059032254
2071,75,75118,48.88377051883179,2.332485148274094
2091,75,75118,48.88557692951087,2.3425422354115337
2096,75,75118,48.882871690180586,2.344163572800391
2097,94,94016,48.79844250773501,2.328044198978203
2105,93,93005,48.93210876263909,2.493309562581326
2119,93,93007,48.93220116999761,2.4767508712199087
2123,94,94004,48.752988644666615,2.5052228459567494
2152,75,75118,48.88708628305045,2.3493700732513783
2154,94,94080,48.84432514436857,2.440552346211822
2156,75,75118,48.8843997149084,2.338399384171042
2159,75,75114,48.82806601968645,2.326827420050836
2168,75,75110,48.87818498179219,2.3701745466363584
2179,75,75108,48.87927215163157,2.303298546682486
2194,92,92012,48.84068016312195,2.228313661724341
2199,93,93001,48.91405674514657,2.403576334511007
2203,75,75114,48.83875182138864,2.322509186224712
2222,75,75101,48.86146371055862,2.346844131603014
2277,75,75117,48.88253647289218,2.311009243005514
2293,75,75107,48.86085078966753,2.314548112626649
2301,94,94041,48.81121453549021,2.383508928732683
2303,75,75113,48.832881288678834,2.361909408016197
2308,75,75109,48.876050554237366,2.337908692037609
2341,92,92044,48.89730990517954,2.2807686428069003
2358,75,75108,48.87353214061607,2.315578024866189
2388,92,92002,48.770631071014726,2.310222723494766
2414,75,75116,48.87179221641751,2.27486996119569
2422,75,75119,48.89752915689145,2.3856442301273044
2425,75,75116,48.83756533447362,2.255591274447898
2433,75,75117,48.87800617627899,2.282465640001333
2435,75,75101,48.86649698703855,2.334094215259097
2445,75,75111,48.860488412845775,2.37192043750214
2450,92,92071,48.78003132105507,2.281059378471848
2462,93,93066,48.92992666527093,2.3561861491888694
2478,75,75118,48.894042554516574,2.3473135785509056
2501,75,75115,48.83943928123955,2.301078042473925
2503,93,93078,48.94425695476604,2.566855751022948
2507,93,93071,48.94773765113627,2.524042278144985
2508,93,93078,48.96316755011165,2.5123878278590865
2509,75,75117,48.88132429394468,2.316596761508817
2537,75,75115,48.84901892834976,2.297762160707931
2541,75,75115,48.84686470206919,2.307268847578926
2551,75,75118,48.88469617855217,2.342610282962049
3343336,75,75115,48.83866812903008,2.2822484883840986
3343339,75,75115,48.84102535532167,2.287923867330867
3343758,75,75107,48.85426092155411,2.305439560539011
3343760,75,75107,48.85722786064964,2.3097962258273563
3343773,75,75109,48.87057675358199,2.348494293710928
3343787,75,75112,48.85119416536367,2.3759317370128947
3343793,75,75112,48.84440309209688,2.39025165315774
3343809,94,94046,48.808225347352376,2.436275821051132
3343814,94,94028,48.79660129757846,2.4495315243760767
3343815,94,94028,48.78972431608003,2.450836106390663
3901292,93,93001,48.90666658787472,2.36523013585438
4028974,92,92049,48.81846633711334,2.319643218617825
1166826,75,75113,48.82983069527111,2.376120009344837
1662797,92,92004,48.93029362287076,2.2837606331952487
1683,75,75103,48.86676416781452,2.361571327032732
1685,75,75113,48.82615945391136,2.3570194661891253
1686,75,75109,48.8763290374387,2.331804568510596
1690,75,75107,48.84870084962003,2.321239881938573
1692060,93,93066,48.9199435050834,2.3439094197858905
1713,92,92063,48.88716813740421,2.170623378282013
1720,75,75109,48.878593955236205,2.3378269689170192
1733,75,75106,48.8511463550549,2.3309628563664644
1738,75,75117,48.88573915969202,2.2918606206755348
1760,75,75102,48.86966057219203,2.3363282816417112
1762,75,75116,48.85550440300199,2.269959178255765
1799,75,75114,48.83175809378841,2.3138665498481625
1804,92,92012,48.829690338022736,2.2305284341923346
1806,75,75101,48.85853410228574,2.3421172386659985
1848,94,94068,48.80528001222769,2.48559432484478
1864,75,75101,48.86087985759375,2.340973275817903
1870,92,92040,48.82434652601842,2.2735658296006465
1884,92,92012,48.83380858698028,2.243480614417395
1888,75,75118,48.893009056051206,2.327495839490489
1909,75,75116,48.87130614908782,2.293331020896217
1920,75,75118,48.8897381077178,2.339149086674118
1921,94,94003,48.8075834127928,2.333349401533708
1930,75,75114,48.84056772620437,2.326402815222764
1945,75,75108,48.86901042793762,2.3102531808960265
1969,92,92020,48.81028336351076,2.301288870975952
1985,75,75119,48.89468154198812,2.382302193974242
2010,94,94015,48.84442645483315,2.5263936672560128
2030,75,75108,48.87371526831065,2.294759562849878
2032,75,75111,48.85464204744478,2.385032193334828
2053,75,75109,48.87260817994105,2.3297068164482293
2054,93,93001,48.924023434909344,2.384400664689561
2059,94,94016,48.793228767976906,2.3208488828224305
2080,75,75119,48.89028877504466,2.3767786489253644
2087,75,75119,48.87228732058717,2.3767376773224687
2088,92,92012,48.83208764428255,2.238160776875514
2089,93,93008,48.907147312551565,2.44945750453114
2133,75,75120,48.8517674745052,2.4011814838726444
2139,75,75105,48.840594300001605,2.351755612946688
2160,75,75111,48.85640839965758,2.394499757609273
2163,92,92044,48.89201862632888,2.2855174447944844
2193,92,92012,48.84228014352973,2.238862975367271
2196,75,75102,48.86876179259638,2.3406741288121005
2198,94,94033,48.8434118592224,2.464815403274336
2256,75,75116,48.84753224211661,2.2694792821877074
2263,75,75115,48.84432338300201,2.317564676180599
2299,75,75115,48.84596388048408,2.277815126353772
2346,75,75116,48.84822598041119,2.257698885660922
2398,75,75111,48.85837884146994,2.3897347327397043
2420,75,75118,48.89797017040717,2.3439883834332904
2421,75,75118,48.89795934324147,2.3592550695796524
2428,75,75115,48.832253452749,2.287864137819189
2434,75,75119,48.88015993211241,2.3985866218697662
2441,75,75108,48.8724706657937,2.310769101230354
2453,75,75116,48.86425338440343,2.277916762028845
2461,93,93066,48.936477492650496,2.3596397453045825
2463,75,75120,48.87169981097112,2.4042987242021825
2491,75,75104,48.85079359474211,2.3612369937142983
2543,75,75112,48.83887615167852,2.389347387570293
3343782,75,75103,48.86097499718719,2.3672622950229414
3343802,75,75112,48.83266034648216,2.4004636384497804
3343806,94,94018,48.821489819145576,2.4138567623311062
140078,93,93066,48.94611087248738,2.3620451929905992
1635,75,75119,48.88195101817822,2.393260675857388
1641,75,75113,48.83851674351517,2.360727550361784
1644,75,75113,48.83761467578531,2.373852115680497
1665,75,75115,48.84499615085685,2.310864830044154
1694,75,75116,48.86986491248408,2.285226207250439
1704,93,93048,48.855680808196944,2.423659085483019
1714,75,75111,48.86164742429928,2.373147140772303
1719,75,75107,48.8509825598235,2.31442986460027
1749,75,75114,48.82776532658967,2.3043123507630607
1751,75,75120,48.847016518419125,2.410816882334764
1829,92,92050,48.89565993203451,2.2231003280556174
1854,75,75113,48.83612743975252,2.3520811178355734
1882,75,75120,48.8526004024001,2.40638498956614
1942,92,92032,48.78763084789029,2.2920959929667464
1949,93,93006,48.86483490123842,2.416604379961874
2034,75,75110,48.8724541509199,2.3560561681302907
2067,94,94080,48.84536875015732,2.428244509620486
2069,75,75115,48.85432721855236,2.2888101037361173
2072,93,93008,48.895799232549,2.4248572983975945
2073,75,75116,48.86685615476034,2.2900380734450088
2095,92,92002,48.75482748503882,2.3008650705983067
2174,75,75115,48.83713694956265,2.296396090155559
2271,93,93045,48.88005106177268,2.415660206064229
2322,75,75101,48.86201197072052,2.3464764519062062
2370,92,92050,48.89532514729429,2.1958404738707524
2382,75,75119,48.886923877470686,2.386656434403456
2460,75,75108,48.87438676021276,2.3207278319647315
2466,75,75106,48.85344723773834,2.333046326044867
2536,75,75117,48.8874368425293,2.3257252220174083
3343335,75,75115,48.836814988805976,2.2786833464502703
3343797,75,75112,48.836991037652965,2.402919606870042
3343800,75,75112,48.83549725282465,2.4061852122149348
3343819,94,94028,48.76876863574218,2.464319398948263
1646,75,75106,48.84819826882477,2.3280217486281134
1725,94,94067,48.84623825662077,2.418999828109256
1737,75,75120,48.864336535483645,2.4088253760377283
1779,75,75111,48.86525985667316,2.374757081716768
1787,75,75114,48.83393381981092,2.31790897216328
1830,92,92050,48.90098901400317,2.213791712188878
1926,75,75115,48.85039257831968,2.2936483362305387
2043,75,75116,48.86429867104669,2.3012514104499293
3343779,75,75103,48.86307817635541,2.36674588358473
3343783,75,75103,48.85758654446453,2.368036694948376
